row_id,amount,source_url,snapshot_date,verbatim_quote_from_source,note,claim,closing_document,input_row_ids,metric,org_id,period,verdict
O-V-REMATCH-DONOR,,https://projects.propublica.org/nonprofits/full_text/202621329349306657/IRS990ScheduleI,2026-09-14,"{""RM-VG062"": ""46,011"", ""RM-VG063"": ""164,050"", ""RM-VG064"": ""1,500,000"", ""RM-VG067"": ""463,490"", ""RM-VG068"": ""100,000"", ""RM-VG069"": ""1,082,500"", ""RM-VG070"": ""252,000"", ""RM-VG071"": ""2,000,000"", ""RM-VG072"": ""600,000"", ""RM-VG073"": ""6,585,000"", ""RM-VG075"": ""25,100,000"", ""RM-VG076"": ""143,000"", ""RM-VG077"": ""400,000"", ""RM-VG080"": ""1,210,500"", ""RM-VG082"": ""5,248,902"", ""RM-VG085"": ""4,219,061"", ""RM-VG088"": ""2,700,000"", ""RM-VG089"": ""168,960"", ""RM-VG090"": ""2,500,000"", ""RM-VG092"": ""44,000"", ""RM-VG094"": ""4,000,000"", ""RM-VG095"": ""1,075,000"", ""RM-VG099"": ""1,000,000"", ""RM-VG100"": ""1,595,226"", ""RM-VG101"": ""3,350,000"", ""RM-VG102"": ""80,000""}","The searched Schedule I rows identify the institutional payer and recipient, not the donor adviser. This does not establish that no other public document identifies an adviser.",The rematched filings identify the donor advisers or a tender-proceeds source,"Public sponsor or donor disclosure tying these exact grants to an adviser and, separately, to transaction proceeds.",RM-FIGURE-2025,,,,OPEN
O-V-CG-CASH,,https://coefficientgiving.org/governance/,2026-09-14,donor-advised funds,The governance page identifies multiple awarding entities and routes. Archive dates and award amounts do not establish cash payment dates or payer identity.,The Coefficient grants archive is a single legal payer’s cash ledger,Award-specific paying-entity disclosure and cash disbursement schedule reconciled to that award.,D-CG-ROUTES,,,,OPEN
O-V-IAPS-ALLOCATION,,https://projects.propublica.org/nonprofits/full_text/202501349349105365/IRS990PF,2026-09-14,"2,100,000",The filed purpose includes general support and IAPS; no split is supplied. Only explicitly earmarked rows are separately totaled as project grants.,The full mixed-purpose Rethink Priorities grant can be allocated to IAPS,Public grant agreement or payer schedule splitting the mixed grant between general support and IAPS.,G-461008520-202501349349105365-206,,,,OPEN
O-V-HISTORICAL-FTX,,https://projects.propublica.org/nonprofits/full_text/202233199349325313/IRS990ScheduleI,2026-09-14,BUILDING A STRONGER FUTURE INC | 01-01-2021 | 12-31-2021,"The captured Building a Stronger Future return’s domestic schedule has no matched universe grantee. The historical FTX Future Fund site was inaccessible during retrieval. No historical payment, promise, recovery or present funding is imputed.",Historical FTX-related funding amounts to the requested entities are established here,"Public historical funder grant ledger, payer-side return or bankruptcy filing naming the recipient, amount, paid/promised status, and any recovery.",SEARCH-202233199349325313,,,,OPEN
O-H-CAIS-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/881751310.json,2026-09-14,"{""name"":""Center For Artificial Intelligence Safety Inc"",""ein"":881751310,""subsection_code"":3,""ruling_date"":""2023-01-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAIS,,CAIS,2019,OPEN
O-H-CAIS-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/881751310.json,2026-09-14,"{""name"":""Center For Artificial Intelligence Safety Inc"",""ein"":881751310,""subsection_code"":3,""ruling_date"":""2023-01-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAIS,,CAIS,2020,OPEN
O-H-CAIS-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/881751310.json,2026-09-14,"{""name"":""Center For Artificial Intelligence Safety Inc"",""ein"":881751310,""subsection_code"":3,""ruling_date"":""2023-01-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAIS,,CAIS,2021,OPEN
O-H-CAISAF-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""name"":""Center For Ai Safety Action Fund Inc"",""ein"":932442608,""subsection_code"":4,""ruling_date"":""2023-10-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAISAF,,CAISAF,2019,OPEN
O-H-CAISAF-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""name"":""Center For Ai Safety Action Fund Inc"",""ein"":932442608,""subsection_code"":4,""ruling_date"":""2023-10-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAISAF,,CAISAF,2020,OPEN
O-H-CAISAF-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""name"":""Center For Ai Safety Action Fund Inc"",""ein"":932442608,""subsection_code"":4,""ruling_date"":""2023-10-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAISAF,,CAISAF,2021,OPEN
O-H-CAISAF-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/932442608.json,2026-09-14,"{""name"":""Center For Ai Safety Action Fund Inc"",""ein"":932442608,""subsection_code"":4,""ruling_date"":""2023-10-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-CAISAF,,CAISAF,2022,OPEN
O-H-SAIF-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/934950919.json,2026-09-14,"{""name"":""Safe Artificial Intelligence Forum Institute"",""ein"":934950919,""subsection_code"":3,""ruling_date"":""2024-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-SAIF,,SAIF,2019,OPEN
O-H-SAIF-2020,,https://projects.propublica.org/nonprofits/api/v2/organizations/934950919.json,2026-09-14,"{""name"":""Safe Artificial Intelligence Forum Institute"",""ein"":934950919,""subsection_code"":3,""ruling_date"":""2024-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-SAIF,,SAIF,2020,OPEN
O-H-SAIF-2021,,https://projects.propublica.org/nonprofits/api/v2/organizations/934950919.json,2026-09-14,"{""name"":""Safe Artificial Intelligence Forum Institute"",""ein"":934950919,""subsection_code"":3,""ruling_date"":""2024-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-SAIF,,SAIF,2021,OPEN
O-H-SAIF-2022,,https://projects.propublica.org/nonprofits/api/v2/organizations/934950919.json,2026-09-14,"{""name"":""Safe Artificial Intelligence Forum Institute"",""ein"":934950919,""subsection_code"":3,""ruling_date"":""2024-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-SAIF,,SAIF,2022,OPEN
O-H-SAIF-2023,,https://projects.propublica.org/nonprofits/api/v2/organizations/934950919.json,2026-09-14,"{""name"":""Safe Artificial Intelligence Forum Institute"",""ein"":934950919,""subsection_code"":3,""ruling_date"":""2024-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-SAIF,,SAIF,2023,OPEN
O-H-IAPS-2019,,https://projects.propublica.org/nonprofits/api/v2/organizations/320839313.json,2026-09-14,"{""name"":""Institute For Ai Policy And Strateg Y Inc"",""ein"":320839313,""subsection_code"":3,""ruling_date"":""2026-04-01""}","No standalone annual revenue evidence for this fiscal-year-ending year in the captured organization registry/filing listing (or UK filed accounts for ControlAI). This is an availability flag, not zero revenue or proof of nonexistence.",Standalone revenue unavailable for this legal entity and fiscal-year-ending year,Standalone primary annual return or accounts disclosing revenue for this legal entity and fiscal period; sponsor-wide returns do not close the project-level question.,ID-IAPS,,IAPS,2019,OPEN
